Title,Normal_price,Current_price,Sku,Code,Weight,Category,Brand,Sub_category,Img_url,Processor,Motherboard,Ssd,Ram,Vga,Psu,Fan_casing,Cpu_cooler,Network,Casing,Keyboard_mouse,Mousepad,Software
EK Gaming BattleStar 306GR D5,13.480.000,Rp13.190.000,191359,EK CWMVJ24,28 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/3/d3639f31-ed9c-4872-86b8-2cd8f4eb6697.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI ACE (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,Super Flower Leadex III Bronze PRO 650W - SF-650R14HE - 80+ Bronze - ECO Fanless & Silent Mode - Full Modular Fluid Dynamic Bearing Fan - 8 Years,CUBE GAMING INDIGO - RGB RAINBOW STATIC FAN 12CM - GREEN,Antec A400i Neon Lighting Air Cooler - 4 Direct-Touched Copper Heat Pipes - All Intel & AMD Socket,None,PRIME V[L] Green - ALUMUNIUM EXTREME GAMING CASE - DUAL SIDE TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar PRO Lite-NV WHITE-D5,13.595.000,Rp13.350.000,190809,EK RT6XZ24,22 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-1-1726888937.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-5-1726888937.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-2-1726888937.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-3-1726888938.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-4-1726888938.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D5 (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA XPG SX8200PRO 1TB NVME PCIe Gen3x4 - R 3500MB/S W 3000MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN GeForce RTX 3060 Ti 8GB GDDR6 Armour (White Edition) - DUAL FAN - Garansi 2 Thn,Antec ATOM B650 - 650W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 4 Copper Heat Pipes - Single Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING SANG WHITE - mATX Gaming Case - All White Inside - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 406 AYW,13.550.000,Rp13.350.000,191202,EK M59W924,22 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-1-1726888871.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-5-1726888871.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-2-1726888872.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-3-1726888872.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-4-1726888872.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"Asus B760M-AYW WIFI (LGA1700, B760, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX Geforce RTX 4060 8GB GDDR6 2X V2 (1-Click OC) - DUAL FAN [Factory Brand New - No Box] - Garansi 3 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,Antec Neon 120 ARGB 3 in 1 Pack with Controller - 12CM ARGB PWM Fan,CUBE GAMING STORM V2 - SINGLE FAN 12CM ARGB - Universal Socket (AM5 Ready),None,CUBE GAMING LICKA BLACK - mATX Gaming Case - Front-Left & Top Tempered Glass with L-Shape ARGB Strip - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar PRO,13.640.000,Rp13.390.000,190630,EK 7J6NA24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro1-1724145438.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro5-1724145439.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro2-1724145439.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro3-1724145439.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro4-1724145440.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"Asus PRIME B760M-K D4 (LGA1700, B760, DDR4, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4060 Ti 8GB GDDR6 (1-Click OC) - Lighting EFFECT - DUAL FAN - Garansi 3 Thn,Antec Cuprum Strike 750W - CSK750H Bronze - 80+ Bronze Certified - Semi Modular - 3 Years Warranty,CUBE GAMING BLACK (Hydro Bearing) - 12CM FAN,CUBE GAMING SHARPEN - ARGB Air Cooler - for All Intel Socket & AMD Socket - Support LGA 1700,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING ATHOS BLACK - mATX Gaming Case - Front-Top Stylish Curve & Left Side Tempered Glass - Aesthetic Dual Chamber Design - Airflow Potential - Panoramic View with Minimalist Display Front It!,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz PRO 760,13.620.000,Rp13.390.000,191404,EK AV7WQ24,26 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/9/b5694aef-00a5-4df6-927a-1105a879194d.jpg'],AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Terminator B650M WIFI6 (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 500GB NVME PCIe Gen4x4 - R 4700MB/S W 1700MB/S - ALEG-850L-500GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Sapphire PULSE Radeon RX 7600 8GB GDDR6 Gaming OC,Super Flower Leadex III Bronze PRO 650W - SF-650R14HE - 80+ Bronze - ECO Fanless & Silent Mode - Full Modular Fluid Dynamic Bearing Fan - 8 Years,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,be quiet! Pure Rock Slim 2 - Quiet and Compact Cooling - 1x Pure Wings 2 92mm PWM fan,None,PRIME X-[KM] METAL BLACK - mATX PREMIUM GAMING CASE 0.7mm STEEL - LEFT TEMPERED GLASS - MESH FRONT-RIGHT & TOP PANEL,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer NV,13.915.000,Rp13.690.000,190918,EK 4R60F24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-1-1725681845.jpg', 'https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-5-1725681845.jpg', 'https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-2-1725681845.jpg', 'https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-3-1725681846.jpg', 'https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-4-1725681846.jpg']",AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 550W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,CUBE GAMING MAGNET BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan with Remote Controller,be quiet! Pure Rock 2 - Quiet and Effective Cooling - 1x Pure Wings 2 120mm PWM fan,None,CUBE GAMING CURVAR BLACK - mATX Gaming Case - Front Curve Design & Left Side Tempered Glass - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz PRO 306Ti,13.999.000,Rp13.690.000,191374,EK RFHET24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/2/e2a72e94-b7e3-466c-a488-0be4d7d6343e.jpg'],AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN GeForce RTX 3060 Ti 8GB GDDR6 Armour (White Edition) - DUAL FAN - Garansi 2 Thn,be quiet! SYSTEM POWER 10 U 550W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,be quiet! Pure Rock Slim 2 - Quiet and Compact Cooling - 1x Pure Wings 2 92mm PWM fan,None,CUBE GAMING PREMIUM CIELO MINI BLACK - mATX Gaming Case - Front-Top & Left Side Tempered Glass - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties 406,14.155.000,Rp13.950.000,191418,EK QPCU524,25 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/11/c10826cd-daf9-4939-aa56-ae500a6441f9.jpg'],Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Challenger B760M-N D5 (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 550W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,CUBE GAMING MAGNET BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan with Remote Controller,be quiet! Pure Rock Slim 2 - Quiet and Compact Cooling - 1x Pure Wings 2 92mm PWM fan,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING GLASS BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties NV-WHITE,14.329.000,Rp13.990.000,190807,EK 6P55B24,22 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,"['https://assets.enterkomputer.com/frontend/pcready/23-8-24-Battle-Forties-NV-White-1-1725682058.jpg', 'https://assets.enterkomputer.com/frontend/pcready/23-8-24-Battle-Forties-NV-White-5-1725682058.jpg', 'https://assets.enterkomputer.com/frontend/pcready/23-8-24-Battle-Forties-NV-White-2-1725682059.jpg', 'https://assets.enterkomputer.com/frontend/pcready/23-8-24-Battle-Forties-NV-White-3-1725682059.jpg', 'https://assets.enterkomputer.com/frontend/pcready/23-8-24-Battle-Forties-NV-White-4-1725682060.jpg']",Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D5 WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,Antec ATOM G650 - 650W 80+ Gold Certified - Semi Modular - 5 Years Warranty Replacement,None,PRIME PREMIUM GALATEK 240 WHITE - ARGB Liquid Cooler with LCD Display,None,Antec NX200M WHITE - mATX Gaming Case - Left Side Glass Door - FREE 1 PCS 12CM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Theme - PRIME GANK,14.819.000,Rp14.490.000,190895,EK UKBPS24,24 Kg,PC Ready,EK Theme,EK Gaming BattleFreedomz - Theme Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/9/9cedf5c5-51cf-4015-9fbb-52f83395cd67.jpg'],Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI ACE (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,PRIME PREMIUM 650W - 80+ Gold Certified Flat Cable Design - Full Modular - Japanese Capacitors - 10 Years Warranty Replacement,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,be quiet! Pure Rock 2 - Black - Quiet and Effective Cooling - 1x Pure Wings 2 120mm PWM fan,None,PRIME D-[K] V2.0 - ALUMUNIUM GAMING CASE - DUAL SIDE TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties 406 ICE,14.700.000,Rp14.490.000,191402,EK 6YA1224,24 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/10/313e1411-1600-450f-b915-46deb5212fbc.jpg'],Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M GKD5 ICE (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 OC WHITE - DUAL FAN - Garansi 3 Thn,Super Flower ZILLION DB 650W -SF-650Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 6 Copper Heat Pipes - Dual Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),None,CUBE GAMING LICKA WHITE - mATX Gaming Case - All White Inside - Front-Left & Top Tempered Glass with L-Shape ARGB Strip - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Theme - PRIME GANK WHITE,14.865.000,Rp14.590.000,191141,EK QUCDQ24,24 Kg,PC Ready,EK Theme,EK Gaming BattleFreedomz - Theme Series,"['https://assets.enterkomputer.com/frontend/pcready/13-9-24-EK-Theme-PRIME-Gank-White-1-1726889312.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-9-24-EK-Theme-PRIME-Gank-White-5-1726889313.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-9-24-EK-Theme-PRIME-Gank-White-2-1726889313.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-9-24-EK-Theme-PRIME-Gank-White-3-1726889314.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-9-24-EK-Theme-PRIME-Gank-White-4-1726889314.jpg']",Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI GANK (LGA1700, B760, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 OC WHITE - DUAL FAN - Garansi 3 Thn,PRIME PREMIUM 650W - 80+ Gold Certified Flat Cable Design - Full Modular - Japanese Capacitors - 10 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),PRIME POLAR 360T V2.0 ARGB White Version Liquid Cooler with Rainbow Effect Pump Head,None,PRIME A-[Q] WHITE - PREMIUM GAMING CASE - mATX - Front & Left Side Tempered Glass - Panoramic View - Type-C Ready,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleFreedomz TI,15.205.000,Rp14.990.000,190554,EK ECSHU24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleFreedomz - Theme Series,"['https://assets.enterkomputer.com/frontend/pcready/13-8-24-Battle-Freedomz-TI-1-1724145659.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-8-24-Battle-Freedomz-TI-5-1724145660.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-8-24-Battle-Freedomz-TI-2-1724145660.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-8-24-Battle-Freedomz-TI-3-1724145660.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-8-24-Battle-Freedomz-TI-4-1724145661.jpg']",AMD Ryzen 7 5700X 3.4Ghz Up To 4.6Ghz Cache 32MB 65W AM4 [Box] - 8 Core - 100-100000926WOF (Garansi Lokal/AMD Indonesia),"ASRock B550 PG Riptide (AM4, AMD Promontory B550, DDR4, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4060 Ti 8GB GDDR6 (1-Click OC) - Lighting EFFECT - DUAL FAN - Garansi 3 Thn,1STPLAYER ARMOUR 750W Gaming PSU - PS-750AR 80+ Gold Certified - 5 Years Warranty Replacement,Paradox Hypersonic Eagle II-120 ARGB,PRIME POLAR 360T V2.0 ARGB Liquid Cooler with Rainbow Effect Pump Head,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING COMSEL BLACK - ATX Gaming Case - Front & Left Side Tempered Glass - USB Type C Included - Dust Filter - PSU Cover - FREE 2PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties 406 Cross,15.570.000,Rp15.290.000,191568,EK FWCAN24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/8/70e9732d-1fff-4336-968c-b4212286a4e8.jpg'],Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN iCraft B760M CROSS (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 OC WHITE - DUAL FAN - Garansi 3 Thn,Super Flower Leadex III Bronze PRO 650W - SF-650R14HE - 80+ Bronze - ECO Fanless & Silent Mode - Full Modular Fluid Dynamic Bearing Fan - 8 Years,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 6 Copper Heat Pipes - Dual Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),None,CUBE GAMING LICKA WHITE - mATX Gaming Case - All White Inside - Front-Left & Top Tempered Glass with L-Shape ARGB Strip - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Theme - PRIME AYW SNOW,16.080.000,Rp15.850.000,191366,EK ZTNZQ24,25 Kg,PC Ready,EK Theme,EK Gaming BattleFreedomz - Theme Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/2/608737b1-a29c-4c39-a213-8e98faff1c9c.jpg'],Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"Asus B760M-AYW WIFI (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 OC WHITE - DUAL FAN - Garansi 3 Thn,Super Flower Leadex III Bronze PRO 650W - SF-650R14HE - 80+ Bronze - ECO Fanless & Silent Mode - Full Modular Fluid Dynamic Bearing Fan - 8 Years,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),PRIME AURORALUS 240MM WHITE - ARGB Liquid Cooler with ARGB Luminous Water-Cooled Pipes,None,PRIME X-[KM] METAL WHITE - mATX PREMIUM GAMING CASE 0.7mm STEEL - LEFT TEMPERED GLASS - MESH FRONT-RIGHT & TOP PANEL,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties 406Ti WHITE,16.090.000,Rp15.850.000,191527,EK BJSJY24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/16/dcbedc25-8bfc-4178-abf0-0144c8151cb9.jpg'],Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MSI PRO B760-P II (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator W 8G White Edition - Cyber RGB - DUAL FAN - Garansi 3 Thn,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 4 Copper Heat Pipes - Single Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING SLEV WHITE - All White Inside - ATX - LEFT SIDE GLASS DOOR - PSU Cover - Free 3PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
